视频地址,弹幕地址,弹幕时间,弹幕内容
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 19:58:22,买大别野送30元购物卡是吧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 18:36:01,韩国人生不出吧 又细又短的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 17:25:29,生日快樂
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 17:00:53,鼓掌鼓掌鼓掌
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 16:46:05,以前还很羡慕恋爱，现在逐渐厌男了，出了校园，某些男人的素质跟脑子真是小刀拉屁股给爷开眼了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 16:23:05,出个这个舞蹈教程，谢谢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 14:20:54,哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 14:09:01,韩国人贩子多，不生孩子对他们工作有影响
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 13:24:57,？？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-26 09:39:34,反婚主义者别走，我也
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 19:16:16,要考公
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 18:13:34,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 17:52:49,还有好多幼儿园虐待儿童你
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 14:28:19,韩女牛逼！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 12:34:00,哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 11:23:02,韩女最蒂！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 10:47:17,有点担心博主的精神状态
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 10:44:24,金句
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 10:31:57,这还用生吗，这不现成一个二十好几的大儿子
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 10:30:45,好像还有生育手册教韩国产妇去医院待产之前先给老公做好饭的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 10:29:33,真的不会猝死吗…
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 02:50:59,老公是死了吗？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-25 00:32:39,同事亖光哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 22:05:18,中日韩互不嘲笑
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 21:57:53,韩国男人还小
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 20:44:46,这个舞真好，可以锻炼肩颈脖子然后继续打工
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 20:37:01,韩女真是……吾辈楷模，苦谁也不能苦了自己啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 19:36:08,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 17:08:55,NB
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 17:07:50,谁不是呢？我能跨越阶级吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 14:34:04,这里听起来就不熟悉了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 10:44:55,韩女牛逼
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 09:14:23,我23还没开始，主要是没有喜欢的人
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 04:57:50,前面的朋友，韩国幼师会直接失业吧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 01:13:21,我也是
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-24 00:04:18,离谱到家
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 23:36:11,大凶
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 21:34:01,韩女牛B
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 21:32:25,感觉在说我
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 21:14:18,我怀孕的时候也看到了，只想打爆出这个规定的人的狗头
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 19:53:16,二十年后的老钟
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 14:13:03,4%
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 13:20:12,亚洲三国谁也别说谁哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 12:29:13,BB生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 12:05:57,蚌埠住了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 12:03:53,看看中男辣～
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 11:58:38,韩女瑞思拜
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 11:31:42,“你对我百般注解和识读，并不构成万分之一的我，却是一览无余的你自己
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 11:00:31,我还在母单！！18岁了，该我谈恋爱了吧！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 10:58:28,前面的笑出猪声的，你真腻害上辈子一定跟猪很有缘分
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 09:41:13,啊西八
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 09:16:32,看心情
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 08:40:19,对纯洁要他有个屁用
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-23 00:37:47,hbn
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 23:56:51,太魔性了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 23:04:00,换洗棺材
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 22:55:28,冲这个舞，三连了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:57:11,，，，，，说只有五万的有病吧  清醒一点你连五万都没有
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:38:25,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:36:58,我疯狂记笔记！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:35:58,你币有了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:35:19,什么西八
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:34:49,？？？？？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:34:09,吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:33:09,金句
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 21:29:36,西班牙进行曲
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 20:32:32,真的很担心博主的精神状态
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 19:02:49,韩女吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 17:56:58,好酷 生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 16:51:21,呜呜，25岁还没有初恋
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 16:07:21,生日快乐！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 14:38:43,给我1000万，我就上
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 14:15:09,关键是有选择权
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 13:17:48,啊谁不是呢？？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 13:07:45,搁哪都一样
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 13:06:46,西八！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 12:52:12,我是女同
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 11:03:30,还有肝吗
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 10:57:31,那猫的衣服呢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 10:48:23,财阀垄断
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 10:47:55,想去韩国了，真的不喜欢小孩
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 10:38:26,哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 02:55:57,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 02:48:20,小孩可能在补习班
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 00:46:50,27岁依旧单身
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-22 00:37:05,好绝姐妹
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 23:29:39,对的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 23:05:10,珍稀
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 21:13:58,我也
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:56:31,学习
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:55:54,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:54:40,23还没初恋
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:37:57,？别太离谱 我差点以为是男的生小孩呢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:23:37,？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:15:48,完了感觉国内也越来越这样了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:15:28,好！！！韩女太厉害了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 20:13:10,韩女不会从自己的胯下生出侮辱自己性别的孩子 韩国女权比较彻底
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 19:22:43,哎呀咱俩的人生格言撞了！我也是这两句哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 18:12:19,哈哈哈哈哈哈~
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 17:52:54,哈哈哈哈哈我真的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 17:42:53,笑死当女的是保姆吗？男的啥也不是啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 16:57:37,救命，这个歌听着像我家乡话
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 16:54:07,？？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 16:04:30,哎一古
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 14:55:22,然后隔壁韩国人都生两三个，在中国的韩国人
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 13:36:57,姐姐就是我的人间嘴替
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 13:03:43,好熟悉呀
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 12:42:26,韩国就我国一个省的体量啊，这种环境确实难搞
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 11:54:01,确实哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 11:37:44,就是因为韩国女权输了（就业歧视和女性继承权从来没被解决过），才变成这个样子，因为生产力上来了，解放下一层劳动力是必须的，韩国和日本其实都没能解放女性劳动力，解放成功的是欧洲那块
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 11:35:17,韩国女权输了，但是生产力又到了这一步了，生产力和旧思想相冲，就变成这样了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:46:39,说得太好了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:45:12,毕竟是妈宝男呢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:44:48,好耳熟
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:44:22,？
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:43:33,妙啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:42:50,好耳熟啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:42:29,韩国的一千万吗？那够啥
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-21 10:40:35,6
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 23:46:49,我也是！19岁
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 22:38:23,二十岁还没有牵过男孩子的手！呜呜<(ToT)>
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 16:45:33,n号房
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 16:44:22,n号房
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 16:09:00,生日快乐！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 16:03:23,佩服
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 11:02:01,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 10:30:22,灿烈啊说你呢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-20 09:18:18,哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 23:46:42,笑发财了哈哈&
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 22:32:43,哈哈哈哈哈啊哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 22:13:17,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 21:06:20,你文案好牛啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 17:48:43,啊啊啊啊啊卡圈人听不得这个降价啊啊啊啊！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 16:30:30,我也
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 16:29:36,哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 16:26:55,现在知道了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 16:23:00,这点钱还不够买奶粉
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 16:12:20,一样。
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 15:49:46,做一个幸福的女生，太贴切了 大赞
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 11:22:59,就是讨厌人类，也讨厌自己竟然是个人类
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 11:20:21,有钱人生就好了呀
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 08:49:44,老公小孩在天堂
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 00:55:02,点错了，真的这手欠打啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-19 00:30:50,。相信也不相信
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 22:54:10,全文背诵
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 22:18:18,韩女牛壁，吾辈楷模
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 21:51:24,以下内容请全文背诵
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 21:07:24,好棒啊哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 20:52:03,蔷蔷哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 20:51:10,韩国人都没有睡眠，所以精神都不太稳定
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 20:48:51,生命不停西八不止
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 20:47:42,姐快化妆吧，都要干了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 20:03:16,前面的，也不是，起码要在我国法律允许范围内
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 18:45:49,泡菜国这句话很有道理
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 16:45:02,想起被楼下永琪支配的恐惧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 16:20:28,粉了粉了 从今天开始关注姐姐的视频
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 09:44:20,正确的
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-18 01:35:49,聖經啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 22:28:21,怎么听着感觉这么熟悉呢。。。
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 21:26:46,…
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 20:21:57,谢谢侬
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 19:54:19,出个招，禁售避孕套
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 15:47:36,这个世界谁知道第二天会发生什么，有些人却要人早早安排之后五十年的人生，国人生活环境还是太安稳了，未知和风险才是世界的主旋律啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 14:40:14,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-17 01:17:27,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 23:37:08,啊啊啊啊啊啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 21:43:07,弹幕很多条 你说的最好是韩国
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 21:11:27,韩国男人心眼真的小
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 21:10:48,但是不睡觉是在折磨自己啊，还是对自己好点吧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 18:01:16,“生活西化的女儿”也没好到哪去，一样让人想绝育
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 11:49:26,终于知道南韩爱豆为什么也越来越丑了  可能因为没小孩了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-16 09:43:45,还不抓紧出个教程，我也要跳
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-15 20:00:53,这是人吗好离谱啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-15 19:10:35,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-15 13:16:57,因为能做一个合格的父母就很伟大啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-15 10:46:43,播放量是666.6万了哈哈哈哈哈哈
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 21:41:48,实话说，你不化妆比化妆好看多
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 17:08:58,韩女金桔
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 16:54:16,好耶！！！
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 16:35:47,这也太可怕了吧
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 15:27:12,啧，那我就地图炮一下中国男人吧，啧呀（嫌弃脸）
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 15:24:52,听起来很熟悉呢
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 01:31:13,太真实
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 01:28:27,必须要觉醒啊
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-14 00:59:27,这个舞我点赞了 还投了币
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 23:16:55,受教育程度高才能联合起来
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 19:54:30,那那群小孩多幸福呀，他们的竞争对手也太少了
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 19:54:00,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 19:32:35,生日快乐
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 13:41:44,能不能给个抓钱舞完整视频
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 10:42:51,呀
https://www.bilibili.com/video/BV1BY4y1X7zT,http://comment.bilibili.com/1060308428.xml,2023-05-13 10:38:06,哈哈哈哈哈
